train_lossXsample,train_tp,train_fp,train_tn,train_fn,train_precision,train_recall,train_Fbeta,val_lossXsample,val_tp,val_fp,val_tn,val_fn,val_precision,val_recall,val_Fbeta,epoch_duration,eval_duration
0.6838652029778194,5955,4235,2155,15,0.584396467124632,0.9974874371859297,0.873936014088641,0.9984741918278126,1589,7380,3374,7,0.17716579328799198,0.9956140350877193,0.5174884387416141,1921.6414833068848,945.1867430210114
0.4452421934666371,5910,2082,4208,160,0.7394894894894894,0.9736408566721582,0.9156544372830937,0.646095341014476,1474,3975,6779,122,0.27050835015599195,0.9235588972431078,0.6228344460407337,1899.6875231266022,946.367556810379
0.4422424586073866,5475,1416,4980,489,0.7945145842403134,0.9180080482897385,0.8903307639769732,0.5640828291317712,1313,2818,7936,283,0.31784071653352697,0.8226817042606517,0.6243461721350453,1901.0512609481812,946.7784380912781
0.31590347531158175,5867,1075,5221,197,0.8451454912129069,0.9675131926121372,0.9402846336303609,0.4775643884604759,1329,2318,8436,267,0.36440910337263505,0.8327067669172933,0.6624464161100588,1899.6681060791016,940.2621335983276
0.33090724731919063,5914,1465,4913,68,0.801463612955685,0.9886325643597459,0.9445172006260579,0.5978325125080372,1446,2934,7820,150,0.33013698630136984,0.9060150375939849,0.6716833890746933,1899.5798723697662,942.1464302539825
0.2618423517757249,5895,1087,5283,95,0.844313950157548,0.9841402337228714,0.952588714368819,0.48726162030146675,1374,2196,8558,222,0.38487394957983195,0.8609022556390977,0.6901748040988548,1898.4845886230469,942.5210516452789
0.31168958282393544,5570,546,5719,525,0.9107259646827992,0.9138638228055783,0.9132345225603359,0.40735908971141704,1186,1226,9528,410,0.4917081260364842,0.7431077694235589,0.6741700773078672,1898.2141890525818,938.258584022522
0.22899716563016465,5869,895,5503,93,0.8676818450620934,0.9844012076484401,0.9586110022213509,0.44824377799323695,1354,2002,8752,242,0.4034564958283671,0.8483709273182958,0.6950718685831623,1896.551828622818,938.5820708274841
0.19911821232837382,5998,756,5531,75,0.8880663310630738,0.9876502552280586,0.9659859563228756,0.4531909437073387,1320,1807,8947,276,0.4221298369043812,0.8270676691729323,0.693933340342761,1896.2670300006866,936.1838002204895
0.2380308745941298,5631,426,5949,354,0.9296681525507677,0.9408521303258145,0.9385938593859385,0.4274021291008845,1172,1170,9584,424,0.5004269854824936,0.7343358395989975,0.6715562686225074,1897.730152606964,943.4501781463623
0.17388850755290305,5775,454,5977,154,0.9271151067587092,0.974025974025974,0.9642678243446318,0.4320596507662221,1201,1213,9541,395,0.4975144987572494,0.7525062656641605,0.6825414867015231,1898.6351664066315,939.5299999713898
0.14105076099773056,5999,486,5822,53,0.9250578257517348,0.9912425644415069,0.9772586583260028,0.43984127133240103,1251,1227,9527,345,0.5048426150121066,0.7838345864661654,0.7058226134055519,1896.1639597415924,942.0256280899048
0.12884998482359653,6021,500,5817,22,0.9233246434595921,0.9963594241270892,0.9808425373863747,0.4544348062074136,1280,1302,9452,316,0.4957397366382649,0.8020050125313283,0.7138077180459513,1898.4632923603058,944.8646295070648
0.12186284968961018,6007,495,5847,11,0.9238695785912027,0.9981721502160186,0.9823706417217244,0.4679251021363957,1291,1362,9392,305,0.4866189219751225,0.8088972431077694,0.7142857142857144,1899.2714595794678,939.1259195804596
0.1126275098777126,6050,414,5870,26,0.9359529702970297,0.9957208689927584,0.983164326573063,0.4598904550461634,1234,1148,9606,362,0.5180520570948782,0.7731829573934837,0.7038558065252111,1899.5406086444855,938.5529034137726
0.1162012933744389,5981,456,5905,18,0.9291595463725338,0.9969994999166528,0.9826504123812967,0.48261900697159865,1271,1277,9477,325,0.49882260596546313,0.7963659147869674,0.711486789072996,1898.133006811142,942.0676095485687
0.11208476949374653,6094,440,5812,14,0.9326599326599326,0.9977079240340537,0.9839824323451529,0.48315017075915084,1259,1262,9492,337,0.49940499801666005,0.7888471177944862,0.7069062324536777,1906.072011232376,945.2609143257141
0.10969644666296764,5975,437,5936,12,0.9318465377417342,0.997995657257391,0.9840250329380763,0.48248023464370837,1255,1221,9533,341,0.5068659127625202,0.7863408521303258,0.7082392776523702,1902.7566611766815,937.2050256729126
0.10877232808125444,5963,404,5977,16,0.9365478247212188,0.9973239672185984,0.9845457847637288,0.48294939519905367,1252,1193,9561,344,0.5120654396728016,0.7844611528822055,0.7090270698833391,1899.6635880470276,942.9808011054993
