train_lossXsample,train_tp,train_fp,train_tn,train_fn,train_precision,train_recall,train_Fbeta,val_lossXsample,val_tp,val_fp,val_tn,val_fn,val_precision,val_recall,val_Fbeta,epoch_duration,eval_duration
0.6018088057907443,5567,2590,3683,512,0.6824813044011279,0.9157756209902944,0.8571736519570106,0.7323705407578935,1430,4617,6137,166,0.2364808996196461,0.8959899749373433,0.5751749658112782,2379.1889519691467,1186.2718424797058
0.4165557793056872,5393,942,5438,579,0.8513022888713496,0.9030475552578701,0.8922013036429209,0.41641193084871236,1248,1928,8826,348,0.3929471032745592,0.7819548872180451,0.6527196652719665,2322.698878765106,1185.8537530899048
0.577258487227204,6006,2515,3799,32,0.7048468489613895,0.9947002318648559,0.9191075199706179,1.1185514052001089,1514,4950,5804,82,0.23422029702970298,0.9486215538847118,0.5891967621419676,2316.5399448871613,1180.6405415534973
0.4786921199507664,5008,494,5787,1063,0.9102144674663759,0.824905287432054,0.8406633989122405,0.4119680684587734,1030,948,9806,566,0.5207280080889788,0.6453634085213033,0.6158813680937576,2328.4429137706757,1164.3243420124054
0.37198015219420966,5989,1767,4587,9,0.7721763795771016,0.9984994998332778,0.9432090210406955,0.7708392275393251,1507,3521,7233,89,0.2997215592680986,0.9442355889724311,0.6602698913424466,2325.7187027931213,1174.7217679023743
0.24707240418777102,5817,738,5602,195,0.8874141876430206,0.967564870259481,0.9503970199000099,0.46950583162578013,1323,1661,9093,273,0.4433646112600536,0.8289473684210527,0.706127241673783,2324.5456845760345,1184.3288850784302
0.22140324295261982,5782,501,5814,255,0.9202610218048702,0.9577604770581415,0.9500180736748709,0.401929880742602,1188,1178,9576,408,0.5021132713440406,0.7443609022556391,0.6788571428571429,2316.4277086257935,1185.060430765152
0.29618604582555863,5543,387,5950,472,0.9347386172006745,0.9215295095594348,0.9241413804601535,0.40438588847032925,1087,996,9758,509,0.5218434949591935,0.681077694235589,0.641903862052675,2316.163741350174,1168.4578869342804
0.3504778526173277,5977,1452,4911,12,0.8045497375151434,0.9979963265987644,0.9522064680579894,0.7828737986377377,1466,2834,7920,130,0.34093023255813953,0.918546365914787,0.6860726319730439,2332.0213611125946,1169.6949319839478
0.24823297117716137,5508,314,6063,467,0.9460666437650292,0.9218410041841004,0.9265863670008748,0.4747945372947314,1104,865,9889,492,0.5606907059421026,0.6917293233082706,0.6608404166167843,2324.4059476852417,1182.9543302059174
0.22958141833620985,5720,616,5742,274,0.9027777777777778,0.9542876209542877,0.9435207178675112,0.5044423885287543,1179,1484,9270,417,0.44273375891851297,0.7387218045112782,0.6515972145462585,2321.098469018936,1190.9140899181366
0.18313073832541704,5890,646,5721,95,0.9011627906976745,0.9841269841269841,0.9663341645885286,0.4735722546466449,1255,1494,9260,341,0.45652964714441613,0.7863408521303258,0.6870688711266835,2318.08269572258,1173.354599237442
0.14627546142941159,6000,511,5783,58,0.9215174320380893,0.9904258831297458,0.9758318966919298,0.49225562701341113,1275,1410,9344,321,0.4748603351955307,0.7988721804511278,0.7029440952695997,2326.949515581131,1168.166181564331
0.09583404542241303,5990,319,6022,21,0.9494373117768268,0.9965064049243054,0.9867228939478798,0.49222339314487784,1208,1052,9702,388,0.5345132743362832,0.7568922305764411,0.6987505784359092,2325.524359703064,1171.08682513237
0.08839055325913152,5962,299,6075,16,0.9522440504711708,0.9973235195717631,0.9879693765949691,0.4920776386299597,1199,973,9781,397,0.5520257826887661,0.7512531328320802,0.7006778868630201,2319.7520933151245,1179.5445353984833
0.08915652152285984,5916,369,6061,6,0.9412887828162291,0.9989868287740629,0.9868881993794414,0.5153953959874296,1249,1183,9571,347,0.5135690789473685,0.7825814536340853,0.7083711433756805,2317.347533226013,1377.1772363185883
0.08658416024433362,5960,363,6024,5,0.9425905424640203,0.9991617770326907,0.9873107378325547,0.5354935524241644,1249,1234,9520,347,0.5030205396697544,0.7825814536340853,0.7042968309462051,3127.4020256996155,1629.772600889206
0.08875098573092198,6010,380,5961,1,0.9405320813771518,0.9998336383297288,0.9873825326936978,0.545324432193509,1267,1249,9505,329,0.503577106518283,0.793859649122807,0.7117977528089888,3147.426539182663,1627.5349462032318
0.07418039760074621,5978,293,6077,4,0.9532769893158985,0.9993313273152792,0.9897678731083811,0.5341685044620684,1238,1131,9623,358,0.5225833685099198,0.7756892230576441,0.7071861076202445,3155.4187705516815,1625.3700633049011
0.0687324681000813,6043,232,6066,11,0.9630278884462151,0.9981830194912454,0.990948148634023,0.5335600193116347,1179,913,9841,417,0.5635755258126195,0.7387218045112782,0.6954931571495988,3154.7684876918793,1254.2674312591553
0.06911317133610112,5959,232,6147,14,0.9625262477790341,0.9976561192030805,0.9904264867200743,0.5476356270921375,1167,887,9867,429,0.5681596884128529,0.731203007518797,0.6915145769139606,2122.56326007843,1075.5509696006775
0.07128248672565649,6026,252,6068,6,0.9598598279706912,0.9990053050397878,0.9909228441754915,0.542390028214165,1199,1017,9737,397,0.5410649819494585,0.7512531328320802,0.697093023255814,2123.4843912124634,1126.7711911201477
0.06821098462847384,6027,279,6045,1,0.955756422454805,0.9998341074983411,0.9906962982444606,0.5446343005451596,1228,1069,9685,368,0.5346103613408794,0.7694235588972431,0.7072917866605228,2075.636022567749,1059.7526466846466
0.07131106639280915,5992,277,6079,4,0.9558143244536609,0.9993328885923949,0.9903150100816449,0.5539244173557653,1221,1073,9681,375,0.532258064516129,0.7650375939849624,0.7035031113159713,2066.0669453144073,1039.5887813568115
