train_lossXsample,train_tp,train_fp,train_tn,train_fn,train_precision,train_recall,train_Fbeta,val_lossXsample,val_tp,val_fp,val_tn,val_fn,val_precision,val_recall,val_Fbeta,epoch_duration,eval_duration
0.5495312366980672,2564,863,2137,292,0.7481762474467464,0.8977591036414566,0.8632415325567301,0.5967148240908439,642,1637,3447,110,0.28170250109697237,0.8537234042553191,0.6071496122564782,838.8839163780212,444.82829785346985
0.631235591212257,2378,605,2415,458,0.7971840429098224,0.8385049365303244,0.8299015844210234,0.5176969491267057,563,1082,4002,189,0.34224924012158053,0.7486702127659575,0.6049860305179455,862.4197096824646,442.76036834716797
0.40487694772866256,2576,363,2593,324,0.8764886015651582,0.8882758620689655,0.8858931150698122,0.3960318197282395,557,737,4347,195,0.43044822256568777,0.7406914893617021,0.6473733147373315,860.5514252185822,442.7786331176758
0.38203805864182977,2621,400,2586,249,0.867593512082092,0.9132404181184669,0.9037307771877802,0.5012486088022621,566,851,4233,186,0.39943542695836276,0.7526595744680851,0.63954802259887,872.3521835803986,445.1288137435913
1.2793231876821465,1318,34,2988,1516,0.9748520710059172,0.46506704304869445,0.5193883984867591,0.6288027750702244,247,114,4970,505,0.6842105263157895,0.32845744680851063,0.3665776194716533,876.8055138587952,452.2636685371399
1.4163300539952157,1188,51,2954,1663,0.9588377723970944,0.4166958961767801,0.4698251997152575,0.6067693802471272,239,179,4905,513,0.5717703349282297,0.3178191489361702,0.3488032691185055,872.0137979984283,443.87757420539856
0.9461763704735073,1771,56,2998,1031,0.9693486590038314,0.6320485367594575,0.6793248945147679,0.6199786246251864,303,214,4870,449,0.586073500967118,0.4029255319148936,0.42978723404255315,852.9303572177887,447.166198015213
0.4684067017149404,2309,179,2860,508,0.9280546623794212,0.8196663116790912,0.839270136667636,0.46114611744145323,491,488,4596,261,0.501532175689479,0.6529255319148937,0.6157511913719589,860.2301585674286,442.9082136154175
0.3080688379297817,2701,513,2524,118,0.8403858120721842,0.9581411848173111,0.9320220841959974,0.5931127725846969,608,1046,4038,144,0.3675937122128174,0.8085106382978723,0.652080652080652,874.2965667247772,446.0953583717346
0.10482402255789178,2806,158,2879,13,0.946693657219973,0.9953884356154665,0.985252808988764,0.4506972002770657,577,497,4587,175,0.537243947858473,0.7672872340425532,0.7067613914747672,872.1018171310425,446.4905490875244
0.12275837089031771,2846,251,2758,1,0.9189538262835002,0.9996487530734106,0.9823955816361754,0.4906150556901614,623,708,4376,129,0.46806912096168296,0.8284574468085106,0.7179073519244067,861.4703612327576,448.36152744293213
0.08786348589375371,2860,112,2864,20,0.9623149394347241,0.9930555555555556,0.9867513110681756,0.4916818544952897,544,409,4675,208,0.5708289611752361,0.723404255319149,0.6866952789699572,862.9321911334991,447.47491097450256
0.08102313433188559,2864,148,2842,2,0.950863213811421,0.9993021632937893,0.9892235424150317,0.506783976241936,583,552,4532,169,0.5136563876651983,0.7752659574468085,0.7035964277093892,862.2487683296204,449.5943446159363
0.07532938829333079,2815,117,2917,7,0.9600954979536153,0.9975194897236003,0.9898030942334739,0.49481002374656236,562,412,4672,190,0.5770020533880903,0.7473404255319149,0.7056755399296836,862.8810658454895,445.465051651001
0.08934018829114776,2875,186,2795,0,0.939235543939889,1.0,0.9872261520499965,0.5284667079623551,624,703,4381,128,0.4702336096458176,0.8297872340425532,0.7197231833910034,1051.8844242095947,459.36750173568726
0.08070184745383067,2794,157,2902,3,0.9467976956963741,0.9989274222381123,0.988047245208289,0.502419581002287,595,549,4535,157,0.5201048951048951,0.7912234042553191,0.7165221579961464,1050.8175325393677,461.81658363342285
0.07744705576266421,2839,148,2868,1,0.950451958486776,0.9996478873239436,0.9894054506168537,0.501037197490111,590,501,4583,162,0.5407882676443629,0.7845744680851063,0.7196877287143205,1048.5584993362427,456.2249970436096
0.07429585972281753,2933,136,2787,0,0.9556858911697621,1.0,0.990811431660023,0.5043505774102365,589,517,4567,163,0.5325497287522604,0.7832446808510638,0.7158483228001944,1050.887372493744,452.80509066581726
0.06192294516870396,2780,116,2956,4,0.9599447513812155,0.9985632183908046,0.990592930444698,0.5107680777518042,587,499,4585,165,0.5405156537753223,0.7805851063829787,0.7169027845627748,1052.7209603786469,448.3964273929596
0.06973104051675627,2856,143,2857,0,0.9523174391463821,1.0,0.9900852804548289,0.503075781109155,590,503,4581,162,0.5397987191216834,0.7845744680851063,0.7193367471348451,1053.509046792984,456.0483832359314
0.06590343232119018,2900,130,2824,2,0.9570957095709571,0.9993108201240524,0.9905724825795874,0.5139656327332921,594,550,4534,158,0.5192307692307693,0.7898936170212766,0.7153179190751445,1060.9274854660034,452.6471915245056
0.06661872898579621,2847,132,2874,3,0.9556898288016112,0.9989473684210526,0.9899853953682454,0.5073882910059772,578,472,4612,174,0.5504761904761905,0.7686170212765957,0.7121734844751108,986.4554297924042,448.92632389068604
0.06569900352487473,2838,119,2899,0,0.9597565099763273,1.0,0.9916835558040392,0.5153180804867055,575,467,4617,177,0.5518234165067178,0.7646276595744681,0.7098765432098766,849.347861289978,452.02996468544006
0.06553046018536625,2879,127,2850,0,0.9577511643379907,1.0,0.9912546481200936,0.5085350091405075,595,526,4558,157,0.5307760927743087,0.7912234042553191,0.7205134415112618,860.5262603759766,447.79650950431824
0.062130379648319356,2880,106,2866,4,0.9645010046885466,0.9986130374479889,0.991598953312216,0.5099151941849974,572,451,4633,180,0.5591397849462365,0.7606382978723404,0.7095013644257009,860.791095495224,443.10989570617676
0.06782032030283427,2910,130,2816,0,0.9572368421052632,1.0,0.9911444141689373,0.5051803264289462,584,492,4592,168,0.5427509293680297,0.776595744680851,0.7149853085210578,862.5654945373535,449.24498987197876
0.06650696210359615,2821,121,2912,2,0.9588715159755269,0.9992915338292596,0.9909371926373471,0.5149173919798332,576,453,4631,176,0.5597667638483965,0.7659574468085106,0.7134010403765172,860.5249412059784,447.296222448349
0.06730768508964875,2909,121,2825,1,0.9600660066006601,0.9996563573883162,0.9914792092706202,0.5156074660313791,587,494,4590,165,0.5430157261794635,0.7805851063829787,0.7177794081682562,861.4122023582458,445.22111654281616
0.06764773013263616,2840,127,2886,3,0.957195820694304,0.9989447766443897,0.990306158030546,0.5128118761236166,579,466,4618,173,0.554066985645933,0.7699468085106383,0.7142857142857142,864.1445963382721,444.9418623447418
